coord,day,delay,description,end_date,from,geometry,hour,id,latitude,length,longitude,to
"{'x': -73.9873948, 'y': 40.7141366}",Saturday,0,4,2020-03-14 04:43:59+00:00,Canal St,POINT (-73.9873948 40.7141366),4.0,TTR5161951384006001,40.7141366,218,-73.9873948,Grand St
"{'x': -73.9980396, 'y': 40.7326246}",Saturday,1,2,2020-02-15 03:24:00+00:00,E 14th St (Broadway),POINT (-73.9980396 40.7326246),3.0,TTL5160797268012026,40.7326246,622,-73.9980396,Houston St (Broadway)
"{'x': -73.985561, 'y': 40.7214323}",Saturday,3,9,2020-02-15 03:24:00+00:00,Delancey St (Chrystie St),POINT (-73.985561 40.7214323),3.0,TTL5161951412805000,40.7214323,54,-73.985561,E Houston St (Chrystie St)
"{'x': -73.9915209, 'y': 40.6915305}",Tuesday,0,12,2020-03-03 05:43:59+00:00,Cadman Plz W / Clinton St,POINT (-73.9915209 40.6915305),5.0,TTR5163682616004001,40.6915305,9,-73.9915209,Adams St
"{'x': -73.9893179, 'y': 40.7079894}",Saturday,2,3,2020-02-15 03:26:00+00:00,Manhattan Brg N,POINT (-73.9893179 40.7079894),3.0,TTL5162528483206000,40.7079894,537,-73.9893179,Jackson St
"{'x': -73.9829062, 'y': 40.7159587}",Saturday,2,3,2020-02-15 03:24:00+00:00,Broome St,POINT (-73.9829062 40.7159587),3.0,TTL5161951412814001,40.71595870000001,260,-73.9829062,Rivington St
"{'x': -73.9908476, 'y': 40.7142001}",Wednesday,0,4,2020-09-23 03:59:59+00:00,Allen St (Delancey St),POINT (-73.9908476 40.7142001),3.0,TTR5161951391203001,40.7142001,176,-73.9908476,Pitt St (Delancey St)
"{'x': -73.9908801, 'y': 40.7171337}",Saturday,2,3,2020-02-15 03:24:00+00:00,Allen St,POINT (-73.9908801 40.7171337),3.0,TTL5161951420006003,40.71713370000001,143,-73.9908801,Essex St
"{'x': -73.9856863, 'y': 40.7229164}",Wednesday,0,13,2020-09-23 03:59:59+00:00,Williamsburg Bridge (Delancey St),POINT (-73.9856863 40.7229164),3.0,TTR5161951434403002,40.7229164,11,-73.9856863,Allen St (Delancey St)
"{'x': -73.9906771, 'y': 40.7245076}",Saturday,2,3,2020-02-15 03:31:00+00:00,2nd Ave,POINT (-73.9906771 40.7245076),3.0,TTL5161374355206000,40.7245076,226,-73.9906771,1st Ave
"{'x': -73.9813386, 'y': 40.7041945}",Tuesday,0,4,2020-02-18 05:43:59+00:00,John St,POINT (-73.9813386 40.7041945),5.0,TTR5163682636807001,40.7041945,44,-73.9813386,Brooklyn
"{'x': -73.9922031, 'y': 40.723672}",Saturday,1,2,2020-02-15 03:25:00+00:00,E Houston St / Essex St,POINT (-73.9922031 40.723672),3.0,TTL5161951398406000,40.723672,514,-73.9922031,Broome St / Essex St
"{'x': -73.9827505, 'y': 40.7310751}",Saturday,2,3,2020-02-15 03:24:00+00:00,1st Ave (E 7th St),POINT (-73.98275049999999 40.7310751),3.0,TTL5161374340806009,40.7310751,226,-73.9827505,2nd Ave (E 7th St)
"{'x': -73.9881057, 'y': 40.7294696}",Saturday,2,3,2020-02-15 03:24:00+00:00,E 14th St (Avenue A),POINT (-73.98810570000001 40.7294696),3.0,TTL5161951428006005,40.7294696,647,-73.9881057,E Houston St (Avenue A)
"{'x': -73.9766729, 'y': 40.720117}",Saturday,3,9,2020-02-15 03:24:00+00:00,S 5th St/S 4th St/Roebling St (Williamsburg Bridge),POINT (-73.9766729 40.720117),3.0,TTL5161951405611000,40.720117,531,-73.97667290000003,Delancey St (Williamsburg Bridge (Inner Lanes))
"{'x': -73.9779731, 'y': 40.7283036}",Saturday,1,2,2020-02-15 03:24:00+00:00,15th St/E 6th St/Exit 6 (FDR Dr),POINT (-73.9779731 40.7283036),3.0,TTL5162528521609001,40.7283036,933,-73.97797309999999,Houston St/E 5th Walk/Exit 5 (FDR Dr)
"{'x': -73.9819468, 'y': 40.7831994}",Saturday,4,5,2020-02-15 23:45:00+00:00,W End Ave,POINT (-73.9819468 40.7831994),23.0,TTR5157334852807000,40.7831994,180,-73.9819468,Manhattan
"{'x': -73.9989977, 'y': 40.744535}",Saturday,3,9,2020-02-15 21:28:30+00:00,8th Ave,POINT (-73.9989977 40.744535),21.0,TTL5160220209614003,40.744535,268,-73.9989977,9th Ave
"{'x': -74.0037014, 'y': 40.7381603}",Saturday,2,3,2020-02-15 21:29:30+00:00,8th Ave (W 18th St),POINT (-74.0037014 40.7381603),21.0,TTL5160220195214001,40.7381603,548,-74.00370140000003,6th Ave/Avenue of the Americas (W 18th St)
"{'x': -74.0015365, 'y': 40.7559072}",Saturday,2,3,2020-02-15 21:24:30+00:00,NY-495/Lincoln Tunnel (9th Ave),POINT (-74.0015365 40.7559072),21.0,TTL5159643136804038,40.7559072,339,-74.0015365,Lincoln Tunnel (9th Ave)
"{'x': -73.9982689, 'y': 40.7455656}",Saturday,2,3,2020-02-15 21:28:30+00:00,8th Ave (W 30th St),POINT (-73.9982689 40.7455656),21.0,TTL5159643129606008,40.7455656,658,-73.9982689,Broadway (W 30th St)
"{'x': -73.9893358, 'y': 40.7556103}",Saturday,3,9,2020-02-15 21:26:30+00:00,NY-495/Lincoln Tunnel (Dyer Ave),POINT (-73.98933580000001 40.7556103),21.0,TTL5159066056804064,40.7556103,243,-73.9893358,42nd St (Dyer Ave)
"{'x': -73.9978501, 'y': 40.7535946}",Saturday,1,2,2020-02-15 21:32:30+00:00,W 40 St exit [6],POINT (-73.99785009999999 40.7535946),21.0,TTL5159066064004034,40.7535946,669,-73.9978501,7th Ave
"{'x': -73.9974484, 'y': 40.7517943}",Saturday,1,2,2020-02-15 21:30:30+00:00,Lincoln Tunnel Expy,POINT (-73.9974484 40.7517943),21.0,TTL5159066064014002,40.7517943,822,-73.99744840000002,Avenue of the Americas
"{'x': -73.988784, 'y': 40.7489415}",Saturday,2,3,2020-02-15 21:28:30+00:00,30th St (8th Ave),POINT (-73.988784 40.7489415),21.0,TTL5159066056812006,40.7489415,786,-73.988784,W 42nd St (8th Ave)
"{'x': -73.9970074, 'y': 40.7418071}",Saturday,1,2,2020-02-15 21:24:30+00:00,7th Ave,POINT (-73.9970074 40.7418071),21.0,TTL5159643129606007,40.7418071,478,-73.9970074,Broadway
"{'x': -73.9906454, 'y': 40.7473513}",Saturday,1,2,2020-02-15 21:24:30+00:00,6th Ave/Avenue of the Americas (W 23rd St),POINT (-73.99064540000001 40.7473513),21.0,TTL5159643115212010,40.7473513,465,-73.9906454,8th Ave (W 23rd St)
"{'x': -73.9955323, 'y': 40.7493852}",Saturday,2,3,2020-02-15 21:24:30+00:00,8th Ave,POINT (-73.99553229999999 40.7493852),21.0,TTL5159066064004087,40.7493852,273,-73.9955323,7th Ave
"{'x': -73.989085, 'y': 40.7581979}",Saturday,2,3,2020-02-15 21:24:30+00:00,8th Ave,POINT (-73.989085 40.7581979),21.0,TTL5159066049614000,40.7581979,273,-73.989085,9th Ave
"{'x': -73.9887315, 'y': 40.7530787}",Saturday,3,9,2020-02-15 21:43:30+00:00,Broadway/6th Ave/Avenue of the Americas (W 31st St),POINT (-73.9887315 40.7530787),21.0,TTL5159643144006006,40.7530787,574,-73.9887315,NY-495/Lincoln Tunnel Expy/Dyer Ave (W 31st St)
"{'x': -73.9943014, 'y': 40.7454954}",Saturday,1,2,2020-02-15 21:24:30+00:00,7th Ave (W 32nd St),POINT (-73.9943014 40.7454954),21.0,TTL5159643129605000,40.7454954,248,-73.99430140000003,6th Ave/Avenue of the Americas/Broadway (W 32nd St)
"{'x': -73.9935229, 'y': 40.7419528}",Monday,4,5,2020-02-17 04:59:00+00:00,Avenue of the Americas,POINT (-73.9935229 40.7419528),4.0,TTR5159643129606001,40.7419528,171,-73.9935229,Broadway
"{'x': -73.987091, 'y': 40.7507682}",Saturday,1,2,2020-02-15 21:24:30+00:00,Avenue of the Americas,POINT (-73.98709100000001 40.7507682),21.0,TTL5159643144014002,40.7507682,545,-73.987091,8th Ave
"{'x': -73.9951902, 'y': 40.7544469}",Saturday,3,9,2020-02-15 21:40:30+00:00,W 42nd St (7th Ave),POINT (-73.9951902 40.7544469),21.0,TTL5159643136812006,40.7544469,640,-73.9951902,W 23rd St (7th Ave)
"{'x': -73.9824151, 'y': 40.7330261}",Friday,0,4,2020-03-13 04:43:59+00:00,E 16th St,POINT (-73.9824151 40.7330261),4.0,TTR5160797253606002,40.7330261,75,-73.9824151,E 17th St
"{'x': -73.9894094, 'y': 40.7418186}",Saturday,1,2,2020-02-15 21:28:30+00:00,5th Ave (30th St),POINT (-73.9894094 40.7418186),21.0,TTL5160220195206014,40.7418186,305,-73.9894094,Park Ave S (E 30th St)
"{'x': -73.9823131, 'y': 40.752852}",Saturday,1,2,2020-02-15 21:24:30+00:00,E 34th St/5th Ave (W 34th St),POINT (-73.9823131 40.752852),21.0,TTL5159643144009022,40.752852,510,-73.9823131,7th Ave/Fashion Ave (W 34th St)
"{'x': -73.9813858, 'y': 40.7499835}",Saturday,1,2,2020-02-15 21:25:30+00:00,Park Ave S (E 31st St),POINT (-73.9813858 40.7499835),21.0,TTL5160220238414001,40.7499835,384,-73.9813858,Broadway/6th Ave/Avenue of the Americas (W 31st St)
"{'x': -73.9890771, 'y': 40.7627719}",Tuesday,0,4,2020-03-03 05:43:59+00:00,W 50th St (7th Ave),POINT (-73.9890771 40.7627719),5.0,TTR5159643165604006,40.7627719,129,-73.98907709999997,Broadway/W 45th St (7th Ave)
"{'x': -73.9798061, 'y': 40.7674365}",Tuesday,0,4,2020-02-18 05:43:59+00:00,7th Ave,POINT (-73.9798061 40.7674365),5.0,TTR5159066107206002,40.7674365,182,-73.9798061,8th Ave
"{'x': -73.9835912, 'y': 40.7607833}",Saturday,3,9,2020-02-15 21:34:30+00:00,7th Ave,POINT (-73.98359120000001 40.7607833),21.0,TTL5159066092814001,40.7607833,273,-73.9835912,Avenue of the Americas
"{'x': -73.9751237, 'y': 40.765481}",Saturday,2,3,2020-02-15 21:45:30+00:00,5th Ave / E 53rd St,POINT (-73.9751237 40.765481),21.0,TTL5159066078414002,40.765481,626,-73.97512370000003,8th Ave
"{'x': -73.9749229, 'y': 40.7407232}",Saturday,3,9,2020-02-15 21:34:30+00:00,FDR Dr (E 23rd St),POINT (-73.9749229 40.7407232),21.0,TTL5160797304005000,40.74072320000001,289,-73.97492290000002,2nd Ave (E 23rd St)
"{'x': -73.9831353, 'y': 40.7543131}",Sunday,0,13,2022-01-02 04:59:59+00:00,E 42nd St (Park Ave),POINT (-73.9831353 40.7543131),4.0,TTR5159643136805001,40.7543131,33,-73.9831353,E 34th St (Park Ave)
"{'x': -73.9743662, 'y': 40.7783631}",Monday,4,5,2020-02-24 04:59:00+00:00,Central Park W,POINT (-73.97436620000001 40.7783631),4.0,TTR5158489041606004,40.7783631,272,-73.9743662,Broadway
"{'x': -73.9801648, 'y': 40.7429096}",Saturday,3,9,2020-02-15 21:25:30+00:00,3rd Ave (E 36th St),POINT (-73.9801648 40.7429096),21.0,TTL5160797318405002,40.7429096,215,-73.9801648,I-495/Queens Midtown Tunnel/2nd Ave (E 36th St)
"{'x': -73.9797438, 'y': 40.7419077}",Saturday,1,2,2020-02-15 21:24:30+00:00,Tunnel Exit St,POINT (-73.97974379999999 40.7419077),21.0,TTL5160220224006006,40.74190770000001,131,-73.9797438,2nd Ave
"{'x': -73.972188, 'y': 40.7510758}",Saturday,1,2,2020-02-15 21:24:30+00:00,2nd Ave (E 37th St),POINT (-73.972188 40.7510758),21.0,TTL5160220239204000,40.7510758,278,-73.972188,Park Ave (E 37th St)
"{'x': -73.9698145, 'y': 40.7599521}",Monday,0,13,2020-02-17 04:59:59+00:00,3rd Ave (E 49th St),POINT (-73.9698145 40.7599521),4.0,TTR5160220267206002,40.7599521,80,-73.9698145,Park Ave (E 49th St)
"{'x': -73.9696648, 'y': 40.7631692}",Saturday,2,3,2020-02-15 21:45:30+00:00,Park Ave,POINT (-73.9696648 40.7631692),21.0,TTL5160220267214000,40.76316920000001,300,-73.96966479999998,5th Ave / W 53rd St
"{'x': -73.9753582, 'y': 40.7581943}",Saturday,2,3,2020-02-15 21:24:30+00:00,5th Ave (E 57th St),POINT (-73.9753582 40.7581943),21.0,TTL5160220252804013,40.7581943,310,-73.9753582,3rd Ave (E 57th St)
"{'x': -73.9658592, 'y': 40.7528673}",Tuesday,0,4,2020-02-25 05:43:59+00:00,E 42nd St (3rd Ave),POINT (-73.9658592 40.7528673),5.0,TTR5160220245605001,40.7528673,80,-73.96585920000003,E 57th St (3rd Ave)
"{'x': -73.9718717, 'y': 40.7657737}",Monday,0,13,2020-02-17 04:59:59+00:00,5th Ave,POINT (-73.97187169999999 40.7657737),4.0,TTR5159643187206005,40.7657737,154,-73.97187170000002,Park Ave
"{'x': -73.9570475, 'y': 40.7521367}",Saturday,1,2,2020-02-15 21:24:30+00:00,49th St/Tunnel Exit St (FDR Dr),POINT (-73.9570475 40.7521367),21.0,TTL5160797340001030,40.7521367,540,-73.9570475,61st St (FDR Dr)
"{'x': -73.9660409, 'y': 40.7679159}",Saturday,2,3,2020-02-15 21:27:30+00:00,71st St (2nd Ave),POINT (-73.9660409 40.7679159),21.0,TTL5159643165604004,40.7679159,398,-73.96604090000002,62nd St (2nd Ave)
"{'x': -74.0049537, 'y': 40.6901032}",Saturday,1,2,2020-02-15 23:12:30+00:00,Brooklyn Bridge/Cadman Plz/Exit 28 (I-278),POINT (-74.0049537 40.6901032),23.0,TTL5164259747200001,40.6901032,3547,-74.0049537,38th St/39th St/Exit 23 (I-278)
"{'x': -73.991939, 'y': 40.6731857}",Tuesday,0,13,2020-02-18 04:59:59+00:00,W 9th St,POINT (-73.991939 40.6731857),4.0,TTR5164836740805002,40.67318570000001,60,-73.991939,Huntington St
"{'x': -73.997157, 'y': 40.676833}",Friday,0,4,2020-03-20 04:43:59+00:00,6th St,POINT (-73.997157 40.676833),4.0,TTR5165413850406002,40.676833,240,-73.997157,9th St
"{'x': -73.9858157, 'y': 40.6832912}",Saturday,2,3,2020-02-15 21:24:30+00:00,Warren St,POINT (-73.9858157 40.6832912),21.0,TTL5164836770405001,40.6832912,319,-73.9858157,Atlantic Ave
"{'x': -73.9957466, 'y': 40.703419}",Saturday,1,2,2020-02-15 21:24:30+00:00,Water St,POINT (-73.9957466 40.703419),21.0,TTL5163105556806001,40.703419,274,-73.99574659999998,Brooklyn Queens Expy / Prospect St
"{'x': -73.9873714, 'y': 40.6826537}",Saturday,1,2,2020-02-15 21:24:30+00:00,Boerum Pl/Brooklyn Bridge Blvd (Atlantic Ave),POINT (-73.9873714 40.6826537),21.0,TTL5165413872012019,40.6826537,674,-73.9873714,Flatbush Ave (Atlantic Ave)
"{'x': -73.9808466, 'y': 40.6850328}",Sunday,4,5,2020-05-03 03:59:00+00:00,3rd Ave,POINT (-73.98084660000001 40.6850328),3.0,TTR5164836763206004,40.6850328,186,-73.98084659999998,Nevins St
"{'x': -73.9756181, 'y': 40.6777602}",Monday,0,4,2020-02-24 04:59:00+00:00,Atlantic Ave / 6th Ave,POINT (-73.97561810000001 40.6777602),4.0,TTR5165413842413001,40.6777602,270,-73.97561809999998,Atlantic Ave / Carlton Ave
"{'x': -73.9736027, 'y': 40.682194}",Saturday,2,3,2020-02-15 21:25:30+00:00,Atlantic Ave (Vanderbilt Ave),POINT (-73.9736027 40.682194),21.0,TTL5165990943206001,40.682194,442,-73.9736027,Grand Army Plz (Vanderbilt Ave)
"{'x': -73.9515273, 'y': 40.6757994}",Saturday,1,2,2020-02-15 21:24:30+00:00,Arlington Pl,POINT (-73.9515273 40.6757994),21.0,TTL5166568029605002,40.6757994,664,-73.9515273,Tompkins Ave
"{'x': -73.9718717, 'y': 40.7657737}",Monday,0,13,2020-02-17 04:59:59+00:00,5th Ave,POINT (-73.97187169999999 40.7657737),4.0,TTR5159643187206006,40.7657737,154,-73.97187170000002,Park Ave
"{'x': -73.9688269, 'y': 40.764504}",Saturday,4,5,2020-02-15 23:45:00+00:00,Park Ave,POINT (-73.9688269 40.764504),23.0,TTR5159643187206005,40.764504,22,-73.96882690000002,Park Ave
"{'x': -73.957295, 'y': 40.7518782}",Saturday,1,2,2020-02-15 16:17:31+00:00,49th St/Tunnel Exit St (FDR Dr),POINT (-73.957295 40.7518782),16.0,TTL5160797340809001,40.7518782,605,-73.957295,61st St (FDR Dr)
"{'x': -73.9630715, 'y': 40.7571689}",Saturday,1,2,2020-02-15 16:18:31+00:00,1st Ave (E 62nd St),POINT (-73.9630715 40.7571689),16.0,TTL5159643158405005,40.7571689,168,-73.9630715,York Ave (E 62nd St)
"{'x': -73.9510683, 'y': 40.7705148}",Wednesday,0,4,2020-04-01 04:43:59+00:00,York Ave,POINT (-73.9510683 40.7705148),4.0,TTR5159643216006002,40.7705148,228,-73.9510683,E End Ave / Gracie Sq
"{'x': -73.9471449, 'y': 40.7447795}",Saturday,4,5,2020-02-15 23:45:00+00:00,21st St,POINT (-73.9471449 40.7447795),23.0,TTR5161951506406001,40.7447795,101,-73.9471449,23rd St
"{'x': -73.9287409, 'y': 40.7413991}",Saturday,3,9,2020-02-15 16:17:31+00:00,Van Dam St exit [15],POINT (-73.92874089999999 40.7413991),16.0,TTL5163105680004027,40.7413991,236,-73.92874090000002,Borden Ave
"{'x': -73.9285801, 'y': 40.7472899}",Wednesday,0,13,2020-02-19 04:59:59+00:00,31st St (NY-25/Northern Blvd/NY-25A),POINT (-73.9285801 40.7472899),4.0,TTR5162528599203003,40.7472899,74,-73.92858009999998,Steinway St (Northern Blvd/NY-25A)
"{'x': -73.9279422, 'y': 40.7567738}",Wednesday,0,13,2020-02-19 04:59:59+00:00,Steinway St (Northern Blvd/NY-25A),POINT (-73.9279422 40.7567738),4.0,TTR5161951519203000,40.7567738,92,-73.9279422,31st St (NY-25/Northern Blvd/NY-25A)
"{'x': -73.9328081, 'y': 40.7465656}",Friday,0,4,2020-02-21 05:43:59+00:00,43rd Ave,POINT (-73.9328081 40.7465656),5.0,TTR5163105672806001,40.7465656,213,-73.93280809999997,Queens Blvd
"{'x': -73.9323935, 'y': 40.7391248}",Tuesday,0,10,2020-03-03 05:43:59+00:00,Greenpoint Ave,POINT (-73.9323935 40.7391248),5.0,TTR5163682767206001,40.7391248,35,-73.9323935,50th Ave
"{'x': -73.9200486, 'y': 40.7383392}",Tuesday,0,10,2020-03-03 05:43:59+00:00,Greenpoint Ave,POINT (-73.9200486 40.7383392),5.0,TTR5163682752807001,40.73833920000001,70,-73.92004859999999,Queens
"{'x': -73.9567197, 'y': 40.6588472}",Saturday,0,10,2020-03-07 05:43:59+00:00,Flatbush Ave (Empire Blvd),POINT (-73.95671969999999 40.6588472),5.0,TTR5167722160813001,40.6588472,285,-73.95671970000002,New York Ave (Empire Blvd)
"{'x': -73.9578228, 'y': 40.6748254}",Saturday,3,9,2020-02-15 16:17:31+00:00,Vanderbilt Ave (Atlantic Ave),POINT (-73.9578228 40.6748254),16.0,TTL5167145125612019,40.6748254,265,-73.9578228,Bedford Ave (Atlantic Ave)
"{'x': -73.9858157, 'y': 40.6832912}",Saturday,2,3,2020-02-15 16:19:31+00:00,Warren St,POINT (-73.9858157 40.6832912),16.0,TTL5164836770405003,40.6832912,397,-73.9858157,Atlantic Ave
"{'x': -73.9809222, 'y': 40.6973707}",Saturday,3,9,2020-02-15 16:17:31+00:00,Flushing Ave,POINT (-73.98092219999999 40.6973707),16.0,TTL5164836810406001,40.69737070000001,231,-73.98092220000002,Park Ave
"{'x': -73.9679466, 'y': 40.6811569}",Tuesday,0,4,2020-02-25 05:43:59+00:00,Flatbush Ave (6th Ave),POINT (-73.9679466 40.6811569),5.0,TTR5165413863205001,40.6811569,80,-73.96794659999998,Atlantic Ave (6th Ave)
"{'x': -73.9678582, 'y': 40.6997256}",Saturday,1,2,2020-02-15 18:00:31+00:00,Wythe Ave/Exit 31 (I-278),POINT (-73.96785819999999 40.6997256),18.0,TTL5164259728008002,40.6997256,1862,-73.96785820000002,Manhattan Bridge/Exit 29A (I-278)
"{'x': -74.0360033, 'y': 40.7165535}",Saturday,1,2,2020-02-15 21:51:00+00:00,Grand St (Marin Blvd),POINT (-74.0360033 40.7165535),21.0,TTL5159643034405001,40.7165535,510,-74.03600329999998,6th St (Marin Blvd)
"{'x': -74.0457413, 'y': 40.7412641}",Saturday,2,3,2020-02-15 21:53:00+00:00,2nd St,POINT (-74.0457413 40.7412641),21.0,TTL5157911823205000,40.7412641,351,-74.04574129999997,Newark St
"{'x': -74.0452338, 'y': 40.7343207}",Saturday,1,2,2020-02-15 21:51:00+00:00,Newark St/Observer Hwy (Marin Blvd),POINT (-74.04523380000001 40.7343207),21.0,TTL5159065983205001,40.73432070000001,248,-74.0452338,Holland Tunnel/14th St/Boyle Plz (Marin Blvd)
"{'x': -74.0361639, 'y': 40.7360187}",Saturday,2,3,2020-02-15 21:51:00+00:00,Barnum St,POINT (-74.03616390000001 40.7360187),21.0,TTL5159065989606001,40.7360187,188,-74.0361639,Luis Munoz Marin Blvd
"{'x': -74.037576, 'y': 40.7251522}",Saturday,1,2,2020-02-15 21:51:00+00:00,Boyle Plz (Holland Tunnel (Eastbound)),POINT (-74.037576 40.7251522),21.0,TTL5160220137633003,40.7251522,1330,-74.037576,Laight St/Hudson St (Holland Tunnel (Eastbound))
"{'x': -74.0233956, 'y': 40.7505459}",Saturday,2,3,2020-02-15 21:51:00+00:00,12th St,POINT (-74.0233956 40.7505459),21.0,TTL5157334743206000,40.7505459,239,-74.02339559999999,14th St
"{'x': -74.0041509, 'y': 40.7482912}",Saturday,1,2,2020-02-15 21:51:00+00:00,10th Ave,POINT (-74.0041509 40.7482912),21.0,TTL5159066020806000,40.7482912,113,-74.00415090000001,11th Ave
"{'x': -74.0025225, 'y': 40.7499069}",Monday,4,5,2020-04-27 03:59:00+00:00,10th Ave,POINT (-74.0025225 40.7499069),3.0,TTR5159066049606003,40.7499069,228,-74.0025225,11th Ave
"{'x': -73.9983585, 'y': 40.7561424}",Saturday,1,2,2020-02-15 21:51:00+00:00,34th St (NY-9A),POINT (-73.99835849999999 40.7561424),21.0,TTL5158488962401012,40.7561424,459,-73.9983585,42nd St (NY-9A)
"{'x': -74.0089566, 'y': 40.745714}",Saturday,2,3,2020-02-15 21:55:00+00:00,W 23rd St (9th Ave),POINT (-74.0089566 40.745714),21.0,TTL5159066013612014,40.745714,316,-74.0089566,W 14th St (9th Ave)
"{'x': -73.9983443, 'y': 40.7506036}",Saturday,3,9,2020-02-15 21:52:00+00:00,9th Ave (W 23rd St),POINT (-73.9983443 40.7506036),21.0,TTL5159066049605001,40.75060360000001,274,-73.9983443,10th Ave (W 23rd St)
"{'x': -74.0024566, 'y': 40.739166}",Saturday,1,2,2020-02-15 21:51:00+00:00,8th Ave,POINT (-74.0024566 40.739166),21.0,TTL5160220195206006,40.739166,236,-74.0024566,7th Ave
"{'x': -74.0009397, 'y': 40.740973}",Saturday,1,2,2020-02-15 21:56:00+00:00,8th Ave (W 23rd St),POINT (-74.0009397 40.740973),21.0,TTL5159643100812001,40.740973,806,-74.0009397,Broadway (E 23rd St)
"{'x': -73.9988826, 'y': 40.7458178}",Saturday,2,3,2020-02-15 21:55:00+00:00,9th Ave (W 30th St),POINT (-73.9988826 40.7458178),21.0,TTL5159643129606008,40.7458178,720,-73.99888259999999,Broadway (W 30th St)
"{'x': -73.9875388, 'y': 40.7506471}",Saturday,1,2,2020-02-15 22:03:00+00:00,34th St (8th Ave),POINT (-73.9875388 40.7506471),22.0,TTL5159066056812006,40.7506471,879,-73.9875388,56th St (8th Ave)
"{'x': -73.9899497, 'y': 40.7519606}",Saturday,2,3,2020-02-15 21:53:00+00:00,7th Ave,POINT (-73.9899497 40.7519606),21.0,TTL5159643144014002,40.7519606,544,-73.9899497,9th Ave
"{'x': -73.9958128, 'y': 40.7478254}",Saturday,1,2,2020-02-15 21:51:00+00:00,8th Ave (W 34th St),POINT (-73.9958128 40.7478254),21.0,TTL5159066035209000,40.7478254,487,-73.9958128,6th Ave/Avenue of the Americas (W 34th St)
"{'x': -73.9955323, 'y': 40.7493852}",Saturday,2,3,2020-02-15 21:52:00+00:00,8th Ave,POINT (-73.99553229999999 40.7493852),21.0,TTL5159066064004087,40.7493852,273,-73.9955323,7th Ave
"{'x': -73.989085, 'y': 40.7581979}",Saturday,2,3,2020-02-15 21:52:00+00:00,8th Ave,POINT (-73.989085 40.7581979),21.0,TTL5159066049614000,40.7581979,548,-73.989085,10th Ave
"{'x': -73.9887315, 'y': 40.7530787}",Saturday,3,9,2020-02-15 21:57:00+00:00,Broadway/6th Ave/Avenue of the Americas (W 31st St),POINT (-73.9887315 40.7530787),21.0,TTL5159643144006006,40.7530787,574,-73.9887315,NY-495/Lincoln Tunnel Expy/Dyer Ave (W 31st St)
"{'x': -73.9948218, 'y': 40.7606172}",Saturday,1,2,2020-02-15 21:51:00+00:00,10th Ave (W 50th St),POINT (-73.9948218 40.7606172),21.0,TTL5158488998406003,40.7606172,548,-73.9948218,8th Ave (W 50th St)
"{'x': -73.9946985, 'y': 40.7556493}",Saturday,3,9,2020-02-15 22:07:00+00:00,9th Ave,POINT (-73.9946985 40.7556493),22.0,TTL5159066064006008,40.7556493,548,-73.9946985,7th Ave
"{'x': -73.9946111, 'y': 40.7506108}",Saturday,1,2,2020-02-15 21:56:00+00:00,8th Ave,POINT (-73.9946111 40.7506108),21.0,TTL5159066064014002,40.7506108,1162,-73.99461109999999,Park Ave
"{'x': -73.9943014, 'y': 40.7454954}",Saturday,2,3,2020-02-15 21:51:00+00:00,7th Ave (W 32nd St),POINT (-73.9943014 40.7454954),21.0,TTL5159643129605000,40.7454954,248,-73.99430140000003,6th Ave/Avenue of the Americas/Broadway (W 32nd St)
